528,924
379,897
527,888
393,780
397,763
528,729
513,724
532,715
387,710
527,702
483,691
389,691
379,691
365,691
367,689
486,689
480,689
509,689
508,681
383,676
507,673
389,657
387,654
371,649
376,649
525,644
367,643
363,643
346,641
321,641
325,641
413,641
513,640
475,640
440,640
474,638
383,638
396,636
473,636
439,636
441,635
472,635
471,633
438,633
385,633
470,632
469,630
437,630
442,630
468,628
467,627
461,627
436,627
417,627
407,625
443,625
466,625
465,624
460,624
435,624
526,624
464,622
478,622
326,622
322,622
350,622
459,620
463,620
434,620
444,620
422,620
423,619
489,619
525,619
363,619
365,619
385,619
424,617
433,617
458,617
445,616
425,616
426,614
432,614
457,614
427,612
489,612
428,611
431,611
446,611
456,611
429,609
430,608
455,608
447,606
489,606
343,606
454,604
323,603
411,603
413,603
393,603
396,603
361,601
453,601
448,601
490,600
452,598
449,596
451,595
490,593
450,592
490,587
526,587
322,587
326,587
407,587
383,587
371,585
376,585
396,585
328,585
324,585
3,585
346,585
475,585
474,584
473,582
472,580
471,579
470,577
469,576
329,576
331,574
468,574
467,572
417,572
466,571
465,569
325,569
321,569
367,569
343,568
324,568
323,568
328,568
464,568
478,568
463,566
330,566
329,558
509,558
411,552
397,550
398,550
508,550
330,548
371,547
376,547
399,544
507,542
532,542
325,540
321,540
440,534
316,532
361,531
439,531
483,531
441,529
438,528
385,526
387,524
437,524
442,524
436,521
461,521
443,520
435,518
460,518
475,518
474,516
440,516
417,516
434,515
444,515
422,515
473,515
459,515
486,515
480,515
472,513
423,513
439,513
323,513
327,513
4,512
433,512
441,512
424,512
471,512
458,512
470,510
425,510
445,510
438,510
426,508
432,508
469,508
457,508
468,507
427,507
437,507
442,507
446,505
428,505
431,505
467,505
456,505
461,504
466,504
429,504
436,504
443,502
430,502
465,502
455,502
464,500
460,500
447,500
435,500
463,499
454,499
343,499
361,499
363,499
393,497
459,497
434,497
444,497
422,497
478,497
423,496
448,496
453,496
458,494
433,494
424,494
425,492
445,492
452,492
449,491
457,491
426,491
432,491
427,489
451,489
456,488
428,488
431,488
446,488
429,486
450,486
455,484
430,484
447,483
454,481
320,481
453,478
448,478
324,476
328,476
370,476
346,476
829,476
996,475
326,475
322,475
452,475
449,473
451,472
450,468
329,467
389,460
407,460
818,460
411,459
413,459
394,459
483,459
486,457
480,457
330,457
815,457
820,446
530,444
817,443
327,443
3,443
533,443
479,441
316,441
331,441
821,432
828,432
818,428
531,427
2,427
414,427
481,427
482,427
485,427
484,427
535,427
529,425
827,425
823,425
916,425
415,422
4,422
491,420
948,420
416,417
408,417
409,414
366,412
827,412
816,412
824,411
365,411
410,411
535,409
819,409
1,408
327,408
350,406
510,406
826,406
816,406
476,404
398,404
477,403
824,401
908,400
399,398
825,396
826,393
377,393
341,392
504,392
479,390
506,390
511,390
331,390
342,388
4,388
316,388
378,388
533,388
505,388
418,388
817,388
941,388
825,387
419,387
420,385
386,385
929,385
819,384
421,384
344,382
914,382
932,382
534,379
362,377
359,374
368,374
481,374
484,374
531,374
504,372
320,372
341,372
398,372
392,372
414,371
529,371
391,369
368,369
359,369
342,369
928,369
360,368
364,368
369,368
390,366
388,366
415,366
399,366
2,364
497,364
369,363
360,363
382,363
804,363
416,361
359,360
368,360
364,358
344,358
994,358
803,356
381,356
395,355
476,355
894,355
912,353
477,353
402,353
375,353
1,353
360,353
369,353
374,350
380,350
403,350
511,350
802,350
951,348
948,347
945,347
404,347
373,347
372,344
405,344
408,344
332,344
349,342
950,342
409,340
406,340
397,339
341,339
348,337
410,337
487,337
894,337
907,337
949,336
497,336
530,336
342,336
362,334
512,334
347,332
344,332
522,331
487,331
521,329
520,328
349,328
364,326
519,326
518,324
476,324
487,324
3,324
1,324
881,324
852,324
858,324
872,324
845,324
708,324
940,323
348,323
379,323
477,323
517,323
516,321
482,321
485,321
412,321
414,321
402,321
345,321
995,321
996,321
911,321
504,320
515,320
514,318
488,318
347,318
366,318
2,318
403,318
415,316
402,316
506,316
510,316
808,316
940,316
404,315
362,315
345,315
350,313
403,313
809,313
405,312
416,312
488,312
462,310
404,310
810,310
406,308
319,308
405,307
811,307
319,305
488,305
406,304
384,304
812,304
821,304
911,302
912,302
394,302
401,302
345,300
352,300
813,300
933,299
366,299
412,299
392,299
384,299
377,299
505,299
946,297
951,297
391,296
408,296
378,294
947,294
390,292
388,292
409,292
375,291
950,291
807,291
410,289
355,289
374,288
806,288
841,288
844,288
916,288
869,288
871,288
875,288
707,288
712,288
804,286
921,286
929,284
949,284
805,284
828,284
373,284
400,284
401,283
418,283
320,283
317,283
505,283
911,283
512,281
419,281
351,281
395,281
372,281
375,281
420,280
522,280
803,280
951,278
521,278
534,278
421,278
374,278
352,278
355,276
382,276
520,276
916,276
808,276
519,275
373,275
356,275
518,273
497,273
809,273
802,273
807,272
950,272
517,272
372,272
381,270
516,270
945,270
810,270
806,268
515,268
514,267
332,267
808,267
811,267
940,267
930,267
949,265
995,265
815,265
829,265
805,265
812,264
809,264
922,264
380,264
356,262
923,262
941,262
810,260
813,260
357,260
400,260
355,257
811,257
946,257
823,256
349,256
491,254
812,254
947,254
931,252
843,252
874,252
870,252
866,252
868,252
804,252
716,252
370,252
348,251
813,251
934,249
377,249
418,248
357,248
491,248
946,248
914,248
912,246
803,246
419,246
358,246
347,246
400,246
378,244
420,244
947,244
994,244
921,243
421,243
356,243
922,241
923,240
928,240
802,240
931,236
945,236
952,236
941,235
934,233
358,233
332,233
930,232
820,232
909,230
995,230
933,228
907,228
357,228
524,228
522,225
521,224
520,222
519,220
518,219
807,219
517,217
384,217
516,216
806,216
848,216
865,216
867,216
715,216
710,216
711,216
908,214
515,214
358,214
401,212
514,212
805,212
994,212
523,209
462,204
479,198
481,196
484,196
352,195
908,195
932,192
952,192
386,192
462,187
319,184
935,182
936,180
873,180
864,180
847,180
851,180
709,180
714,180
937,179
351,179
938,177
939,176
485,176
482,176
935,174
996,174
936,172
937,171
914,171
318,171
382,169
913,169
938,169
939,168
910,168
523,164
679,164
381,163
915,161
747,161
952,161
942,160
747,160
915,158
907,158
942,158
317,158
380,156
412,156
935,156
936,155
894,155
822,155
370,155
822,153
913,153
937,153
938,152
317,152
394,150
939,150
814,150
814,148
747,148
386,148
395,148
392,147
942,147
748,145
913,145
351,145
391,144
850,144
863,144
857,144
879,144
846,144
748,144
713,144
822,142
943,142
943,140
390,140
388,140
523,139
814,137
747,137
942,136
944,136
679,136
318,136
944,134
748,132
318,132
822,131
943,129
958,128
963,126
814,126
524,124
770,123
792,123
799,123
971,123
976,123
944,123
997,123
986,123
993,123
959,121
780,121
786,121
763,121
748,121
750,121
747,121
679,121
506,121
909,120
942,120
943,118
953,116
964,116
988,116
999,116
766,116
758,116
776,116
794,116
822,115
789,112
759,112
753,112
944,112
814,110
849,108
880,108
878,108
862,108
856,108
751,108
764,108
787,108
781,108
747,107
962,107
524,107
960,105
942,105
748,105
770,104
792,104
799,104
971,104
976,104
983,104
992,104
985,104
943,102
774,102
780,102
786,102
750,102
763,102
